date,keyword,url,current_rank,previous_rank,rank_diff,rank_change_rate,current_distance,previous_distance,distance_diff,distance_change_rate,weeks_elapsed
2025-11-07,鹿沼市 求人募集,https://jp.stanby.com/r_1dc135eba68b00f762abfd39432a377e,9.0,6.0,3.0,50.0,4598,2302,2296,99.74,0
2025-11-08,鹿沼市 求人募集,https://jp.stanby.com/r_1dc135eba68b00f762abfd39432a377e,8.0,9.0,-1.0,-11.11,2666,4598,-1932,-42.02,0
2025-11-03,鹿沼市 求人情報,https://jp.stanby.com/r_1dc135eba68b00f762abfd39432a377e,9.0,10.0,-1.0,-10.0,4240,3945,295,7.48,0
2025-11-04,鹿沼市 求人情報,https://jp.stanby.com/r_1dc135eba68b00f762abfd39432a377e,9.0,9.0,0.0,0.0,2951,4240,-1289,-30.4,0
2025-11-05,鹿沼市 求人情報,https://jp.stanby.com/r_1dc135eba68b00f762abfd39432a377e,9.0,9.0,0.0,0.0,3025,2951,74,2.51,0
2025-11-07,鹿沼市 求人情報,https://jp.stanby.com/r_6bdb8203de577df4041f992d1c0d069f,10.0,20.0,-10.0,-50.0,3337,5778,-2441,-42.25,0
2025-11-08,鹿沼市 求人情報,https://jp.stanby.com/r_6bdb8203de577df4041f992d1c0d069f,26.0,10.0,16.0,160.0,8328,3337,4991,149.57,0
2025-11-02,鹿沼市 看護師 求人,https://jp.stanby.com/r_cbed3b015cbb160d2b46972bb97bcd34,8.0,8.0,0.0,0.0,2291,2265,26,1.15,0
2025-11-03,鹿沼市 看護師 求人,https://jp.stanby.com/r_cbed3b015cbb160d2b46972bb97bcd34,8.0,8.0,0.0,0.0,2265,2291,-26,-1.13,0
2025-11-04,鹿沼市 看護師 求人,https://jp.stanby.com/r_cbed3b015cbb160d2b46972bb97bcd34,6.0,8.0,-2.0,-25.0,1132,2265,-1133,-50.02,0
2025-11-05,鹿沼市 看護師 求人,https://jp.stanby.com/r_cbed3b015cbb160d2b46972bb97bcd34,7.0,6.0,1.0,16.67,2122,1132,990,87.46,0
2025-11-06,鹿沼市 看護師 求人,https://jp.stanby.com/r_cbed3b015cbb160d2b46972bb97bcd34,8.0,7.0,1.0,14.29,2297,2122,175,8.25,0
2025-11-07,鹿沼市 看護師 求人,https://jp.stanby.com/r_cbed3b015cbb160d2b46972bb97bcd34,9.0,8.0,1.0,12.5,2498,2297,201,8.75,0
2025-11-08,鹿沼市 看護師 求人,https://jp.stanby.com/r_cbed3b015cbb160d2b46972bb97bcd34,7.0,9.0,-2.0,-22.22,2122,2498,-376,-15.05,0
2025-11-02,鹿角市 アルバイト,https://jp.stanby.com/r_a4680d1a0dc8b9dce2baa295411be94d,5.0,7.0,-2.0,-28.57,2073,2665,-592,-22.21,0
2025-11-03,鹿角市 アルバイト,https://jp.stanby.com/r_a4680d1a0dc8b9dce2baa295411be94d,5.0,5.0,0.0,0.0,2641,2073,568,27.4,0
2025-11-04,鹿角市 アルバイト,https://jp.stanby.com/r_a4680d1a0dc8b9dce2baa295411be94d,5.0,5.0,0.0,0.0,2073,2641,-568,-21.51,0
2025-11-05,鹿角市 アルバイト,https://jp.stanby.com/r_a4680d1a0dc8b9dce2baa295411be94d,6.0,5.0,1.0,20.0,2340,2073,267,12.88,0
2025-11-06,鹿角市 アルバイト,https://jp.stanby.com/r_a4680d1a0dc8b9dce2baa295411be94d,6.0,6.0,0.0,0.0,2320,2340,-20,-0.85,0
2025-11-07,鹿角市 アルバイト,https://jp.stanby.com/r_a4680d1a0dc8b9dce2baa295411be94d,6.0,6.0,0.0,0.0,2928,2320,608,26.21,0
2025-11-08,鹿角市 アルバイト,https://jp.stanby.com/r_a4680d1a0dc8b9dce2baa295411be94d,6.0,6.0,0.0,0.0,2914,2928,-14,-0.48,0
2025-11-02,鹿角市 仕事,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,7.0,8.0,-1.0,-12.5,2665,2860,-195,-6.82,0
2025-11-03,鹿角市 仕事,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,8.0,7.0,1.0,14.29,2866,2665,201,7.54,0
2025-11-04,鹿角市 仕事,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,8.0,8.0,0.0,0.0,2866,2866,0,0.0,0
2025-11-05,鹿角市 仕事,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,8.0,8.0,0.0,0.0,3960,2866,1094,38.17,0
2025-11-06,鹿角市 仕事,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,8.0,8.0,0.0,0.0,4092,3960,132,3.33,0
2025-11-07,鹿角市 仕事,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,8.0,8.0,0.0,0.0,2866,4092,-1226,-29.96,0
2025-11-08,鹿角市 仕事,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,7.0,8.0,-1.0,-12.5,2659,2866,-207,-7.22,0
2025-11-02,鹿角市 求人,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,8.0,7.0,1.0,14.29,2892,2745,147,5.36,0
2025-11-03,鹿角市 求人,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,8.0,8.0,0.0,0.0,2866,2892,-26,-0.9,0
2025-11-05,鹿角市 求人,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,7.0,8.0,-1.0,-12.5,2751,2866,-115,-4.01,0
2025-11-06,鹿角市 求人,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,8.0,7.0,1.0,14.29,2225,2751,-526,-19.12,0
2025-11-07,鹿角市 求人,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,7.0,8.0,-1.0,-12.5,2116,2225,-109,-4.9,0
2025-11-08,鹿角市 求人,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,7.0,7.0,0.0,0.0,2142,2116,26,1.23,0
2025-11-03,鹿角市 求人情報,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,8.0,8.0,0.0,0.0,2297,4487,-2190,-48.81,0
2025-11-04,鹿角市 求人情報,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,8.0,8.0,0.0,0.0,2297,2297,0,0.0,0
2025-11-05,鹿角市 求人情報,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,8.0,8.0,0.0,0.0,2225,2297,-72,-3.13,0
2025-11-06,鹿角市 求人情報,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,7.0,8.0,-1.0,-12.5,2044,2225,-181,-8.13,0
2025-11-07,鹿角市 求人情報,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,7.0,7.0,0.0,0.0,3869,2044,1825,89.29,0
2025-11-08,鹿角市 求人情報,https://jp.stanby.com/r_528ea1e7c1d4cb89a49c32483830d7a9,7.0,7.0,0.0,0.0,2633,3869,-1236,-31.95,0
2025-11-02,麻生駅 バイト,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,7.0,8.0,-1.0,-12.5,2110,2311,-201,-8.7,0
2025-11-03,麻生駅 バイト,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,7.0,7.0,0.0,0.0,3246,2110,1136,53.84,0
2025-11-04,麻生駅 バイト,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,7.0,7.0,0.0,0.0,2142,3246,-1104,-34.01,0
2025-11-05,麻生駅 バイト,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,7.0,7.0,0.0,0.0,2562,2142,420,19.61,0
2025-11-06,麻生駅 バイト,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,7.0,7.0,0.0,0.0,3119,2562,557,21.74,0
2025-11-07,麻生駅 バイト,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,8.0,7.0,1.0,14.29,2297,3119,-822,-26.35,0
2025-11-08,麻生駅 バイト,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,7.0,8.0,-1.0,-12.5,2136,2297,-161,-7.01,0
2025-11-02,麻生駅 求人,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,6.0,6.0,0.0,0.0,1935,1909,26,1.36,0
2025-11-03,麻生駅 求人,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,6.0,6.0,0.0,0.0,3184,1935,1249,64.55,0
2025-11-04,麻生駅 求人,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,7.0,6.0,1.0,16.67,2116,3184,-1068,-33.54,0
2025-11-05,麻生駅 求人,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,6.0,7.0,-1.0,-14.29,1889,2116,-227,-10.73,0
2025-11-06,麻生駅 求人,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,7.0,6.0,1.0,16.67,2162,1889,273,14.45,0
2025-11-07,麻生駅 求人,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,7.0,7.0,0.0,0.0,2090,2162,-72,-3.33,0
2025-11-08,麻生駅 求人,https://jp.stanby.com/r_d4057524b2b6b97bf195384c5a61f444,6.0,7.0,-1.0,-14.29,1961,2090,-129,-6.17,0
2025-11-02,黒崎駅 バイト,https://jp.stanby.com/r_26bb4bdcfff071b23eec70da05644742,6.0,6.0,0.0,0.0,1284,1284,0,0.0,0
2025-11-03,黒崎駅 バイト,https://jp.stanby.com/r_26bb4bdcfff071b23eec70da05644742,6.0,6.0,0.0,0.0,1284,1284,0,0.0,0
2025-11-04,黒崎駅 バイト,https://jp.stanby.com/r_26bb4bdcfff071b23eec70da05644742,6.0,6.0,0.0,0.0,1284,1284,0,0.0,0
2025-11-05,黒崎駅 バイト,https://jp.stanby.com/r_26bb4bdcfff071b23eec70da05644742,6.0,6.0,0.0,0.0,2367,1284,1083,84.35,0
2025-11-06,黒崎駅 バイト,https://jp.stanby.com/r_26bb4bdcfff071b23eec70da05644742,6.0,6.0,0.0,0.0,1284,2367,-1083,-45.75,0
2025-11-07,黒崎駅 バイト,https://jp.stanby.com/r_26bb4bdcfff071b23eec70da05644742,6.0,6.0,0.0,0.0,1284,1284,0,0.0,0
2025-11-08,黒崎駅 バイト,https://jp.stanby.com/r_26bb4bdcfff071b23eec70da05644742,6.0,6.0,0.0,0.0,1895,1284,611,47.59,0
2025-11-02,黒崎駅 求人,https://jp.stanby.com/r_1cd4afe01e3cf466762a5717d6f37217,4.0,4.0,0.0,0.0,1539,1513,26,1.72,0
2025-11-03,黒崎駅 求人,https://jp.stanby.com/r_1cd4afe01e3cf466762a5717d6f37217,4.0,4.0,0.0,0.0,1493,1539,-46,-2.99,0
2025-11-04,黒崎駅 求人,https://jp.stanby.com/r_1cd4afe01e3cf466762a5717d6f37217,4.0,4.0,0.0,0.0,1493,1493,0,0.0,0
2025-11-05,黒崎駅 求人,https://jp.stanby.com/r_1cd4afe01e3cf466762a5717d6f37217,5.0,4.0,1.0,25.0,1694,1493,201,13.46,0
2025-11-06,黒崎駅 求人,https://jp.stanby.com/r_1cd4afe01e3cf466762a5717d6f37217,4.0,5.0,-1.0,-20.0,1493,1694,-201,-11.87,0
2025-11-07,黒崎駅 求人,https://jp.stanby.com/r_1cd4afe01e3cf466762a5717d6f37217,4.0,4.0,0.0,0.0,2428,1493,935,62.63,0
2025-11-08,黒崎駅 求人,https://jp.stanby.com/r_1cd4afe01e3cf466762a5717d6f37217,5.0,4.0,1.0,25.0,1746,2428,-682,-28.09,0
2025-11-02,黒川駅 バイト,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,6.0,7.0,-1.0,-14.29,1869,2096,-227,-10.83,0
2025-11-03,黒川駅 バイト,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,6.0,6.0,0.0,0.0,3051,1869,1182,63.24,0
2025-11-04,黒川駅 バイト,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,8.0,6.0,2.0,33.33,2291,3051,-760,-24.91,0
2025-11-05,黒川駅 バイト,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,6.0,8.0,-2.0,-25.0,1889,2291,-402,-17.55,0
2025-11-06,黒川駅 バイト,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,6.0,6.0,0.0,0.0,3101,1889,1212,64.16,0
2025-11-07,黒川駅 バイト,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,6.0,6.0,0.0,0.0,1889,3101,-1212,-39.08,0
2025-11-08,黒川駅 バイト,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,6.0,6.0,0.0,0.0,1889,1889,0,0.0,0
2025-11-02,黒川駅 求人,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,6.0,5.0,1.0,20.0,1895,1694,201,11.87,0
2025-11-03,黒川駅 求人,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,7.0,6.0,1.0,16.67,2050,1895,155,8.18,0
2025-11-04,黒川駅 求人,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,9.0,7.0,2.0,28.57,2472,2050,422,20.59,0
2025-11-05,黒川駅 求人,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,8.0,9.0,-1.0,-11.11,1508,2472,-964,-39.0,0
2025-11-06,黒川駅 求人,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,6.0,8.0,-2.0,-25.0,1863,1508,355,23.54,0
2025-11-07,黒川駅 求人,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,5.0,6.0,-1.0,-16.67,1668,1863,-195,-10.47,0
2025-11-08,黒川駅 求人,https://jp.stanby.com/r_1fc65d6232f08e772723d0e2a13b792f,9.0,5.0,4.0,80.0,2492,1668,824,49.4,0
2025-11-02,黒潮町 仕事,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,5.0,5.0,0.0,0.0,1636,879,757,86.12,0
2025-11-03,黒潮町 仕事,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,5.0,5.0,0.0,0.0,879,1636,-757,-46.27,0
2025-11-04,黒潮町 仕事,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,5.0,5.0,0.0,0.0,1662,879,783,89.08,0
2025-11-05,黒潮町 仕事,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,5.0,5.0,0.0,0.0,2823,1662,1161,69.86,0
2025-11-06,黒潮町 仕事,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,6.0,5.0,1.0,20.0,2531,2823,-292,-10.34,0
2025-11-07,黒潮町 仕事,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,5.0,6.0,-1.0,-16.67,1662,2531,-869,-34.33,0
2025-11-08,黒潮町 仕事,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,5.0,5.0,0.0,0.0,1662,1662,0,0.0,0
2025-11-02,黒潮町 求人,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,4.0,4.0,0.0,0.0,2048,2048,0,0.0,0
2025-11-03,黒潮町 求人,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,4.0,4.0,0.0,0.0,2048,2048,0,0.0,0
2025-11-04,黒潮町 求人,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,4.0,4.0,0.0,0.0,2048,2048,0,0.0,0
2025-11-05,黒潮町 求人,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,4.0,4.0,0.0,0.0,2048,2048,0,0.0,0
2025-11-06,黒潮町 求人,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,4.0,4.0,0.0,0.0,2048,2048,0,0.0,0
2025-11-07,黒潮町 求人,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,4.0,4.0,0.0,0.0,1487,2048,-561,-27.39,0
2025-11-08,黒潮町 求人,https://jp.stanby.com/r_6abe9771ce76fdc57d81e947ad374a94,4.0,4.0,0.0,0.0,1902,1487,415,27.91,0
2025-11-02,黒石市 アルバイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,6.0,8.0,-2.0,-25.0,2342,2732,-390,-14.28,0
2025-11-03,黒石市 アルバイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,8.0,6.0,2.0,33.33,2712,2342,370,15.8,0
2025-11-04,黒石市 アルバイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,7.0,8.0,-1.0,-12.5,2537,2712,-175,-6.45,0
2025-11-05,黒石市 アルバイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,7.0,7.0,0.0,0.0,2485,2537,-52,-2.05,0
2025-11-06,黒石市 アルバイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,7.0,7.0,0.0,0.0,3720,2485,1235,49.7,0
2025-11-07,黒石市 アルバイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,8.0,7.0,1.0,14.29,2706,3720,-1014,-27.26,0
2025-11-08,黒石市 アルバイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,6.0,8.0,-2.0,-25.0,1849,2706,-857,-31.67,0
2025-11-02,黒石市 バイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,8.0,8.0,0.0,0.0,2770,2692,78,2.9,0
2025-11-03,黒石市 バイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,8.0,8.0,0.0,0.0,1975,2770,-795,-28.7,0
2025-11-04,黒石市 バイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,7.0,8.0,-1.0,-12.5,2537,1975,562,28.46,0
2025-11-05,黒石市 バイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,8.0,7.0,1.0,14.29,2686,2537,149,5.87,0
2025-11-06,黒石市 バイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,8.0,8.0,0.0,0.0,2686,2686,0,0.0,0
2025-11-07,黒石市 バイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,7.0,8.0,-1.0,-12.5,2485,2686,-201,-7.48,0
2025-11-08,黒石市 バイト,https://jp.stanby.com/r_c90ef60b538c9cb117ee7e17808d1b09,7.0,7.0,0.0,0.0,2465,2485,-20,-0.8,0
2025-11-02,黒石市 パート,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,6.0,5.0,1.0,20.0,1875,2083,-208,-9.99,0
2025-11-03,黒石市 パート,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,5.0,6.0,-1.0,-16.67,3285,1875,1410,75.2,0
2025-11-04,黒石市 パート,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,5.0,5.0,0.0,0.0,2083,3285,-1202,-36.59,0
2025-11-05,黒石市 パート,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,5.0,5.0,0.0,0.0,2057,2083,-26,-1.25,0
2025-11-06,黒石市 パート,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,5.0,5.0,0.0,0.0,1662,2057,-395,-19.2,0
2025-11-07,黒石市 パート,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,5.0,5.0,0.0,0.0,2651,1662,989,59.51,0
2025-11-08,黒石市 パート,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,5.0,5.0,0.0,0.0,1648,2651,-1003,-37.83,0
2025-11-02,黒石市 パート求人,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,4.0,5.0,-1.0,-20.0,1888,2057,-169,-8.22,0
2025-11-03,黒石市 パート求人,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,5.0,4.0,1.0,25.0,2037,1888,149,7.89,0
2025-11-04,黒石市 パート求人,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,4.0,5.0,-1.0,-20.0,1882,2037,-155,-7.61,0
2025-11-05,黒石市 パート求人,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,5.0,4.0,1.0,25.0,3291,1882,1409,74.87,0
2025-11-06,黒石市 パート求人,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,6.0,5.0,1.0,20.0,2258,3291,-1033,-31.39,0
2025-11-07,黒石市 パート求人,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,4.0,6.0,-2.0,-33.33,2878,2258,620,27.46,0
2025-11-08,黒石市 パート求人,https://jp.stanby.com/r_d0af72e0a385985b33e9a0adbde77003,5.0,4.0,1.0,25.0,2631,2878,-247,-8.58,0
2025-11-02,黒石市 仕事,https://jp.stanby.com/r_2ae67e8bb67ad7c62baa185ea43d0903,9.0,8.0,1.0,12.5,2905,2736,169,6.18,0
2025-11-03,黒石市 仕事,https://jp.stanby.com/r_2ae67e8bb67ad7c62baa185ea43d0903,8.0,9.0,-1.0,-11.11,2658,2905,-247,-8.5,0
2025-11-04,黒石市 仕事,https://jp.stanby.com/r_2ae67e8bb67ad7c62baa185ea43d0903,8.0,8.0,0.0,0.0,2704,2658,46,1.73,0
2025-11-05,黒石市 仕事,https://jp.stanby.com/r_2ae67e8bb67ad7c62baa185ea43d0903,8.0,8.0,0.0,0.0,2704,2704,0,0.0,0
2025-11-06,黒石市 仕事,https://jp.stanby.com/r_2ae67e8bb67ad7c62baa185ea43d0903,8.0,8.0,0.0,0.0,3733,2704,1029,38.05,0
2025-11-07,黒石市 仕事,https://jp.stanby.com/r_2ae67e8bb67ad7c62baa185ea43d0903,8.0,8.0,0.0,0.0,2666,3733,-1067,-28.58,0
2025-11-08,黒石市 仕事,https://jp.stanby.com/r_2ae67e8bb67ad7c62baa185ea43d0903,7.0,8.0,-1.0,-12.5,2477,2666,-189,-7.09,0
2025-11-03,黒石市 求人,https://jp.stanby.com/r_2ae67e8bb67ad7c62baa185ea43d0903,7.0,7.0,0.0,0.0,2459,2535,-76,-3.0,0
